ID                                    0xcb94
Delivery_person_ID             AGRRES12DEL03
Delivery_person_Age                38.000000
Delivery_person_Ratings             3.500000
Restaurant_latitude                27.165108
Restaurant_longitude               78.015053
Delivery_location_latitude         27.255108
Delivery_location_longitude        78.105053
Order_Date                        12-02-2022
Time_Orderd                            18:55
Time_Order_picked                      19:05
Weather conditions                    Stormy
Road_traffic_density                  Medium
Vehicle_condition                          1
Type_of_order                          Snack
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   33.000000
Name: 21267, dtype: object
