ID                                      0x4d25
Delivery_person_ID             COIMBRES16DEL02
Delivery_person_Age                  33.000000
Delivery_person_Ratings               4.200000
Restaurant_latitude                  11.010375
Restaurant_longitude                 76.952950
Delivery_location_latitude           11.140375
Delivery_location_longitude          77.082950
Order_Date                          16-03-2022
Time_Orderd                              22:35
Time_Order_picked                        22:50
Weather conditions                      Cloudy
Road_traffic_density                       Low
Vehicle_condition                            1
Type_of_order                             Meal
Type_of_vehicle                        scooter
multiple_deliveries                   0.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     35.000000
Name: 19043, dtype: object
