ID                                       0x7e11
Delivery_person_ID               INDORES12DEL02
Delivery_person_Age                    30.00000
Delivery_person_Ratings                 4.40000
Restaurant_latitude                    22.74806
Restaurant_longitude                   75.89340
Delivery_location_latitude             22.82806
Delivery_location_longitude            75.97340
Order_Date                           04-04-2022
Time_Orderd                               20:35
Time_Order_picked                         20:45
Weather conditions                          Fog
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                     1.00000
Festival                                     No
City                              Metropolitian
Time_taken (min)                       47.00000
Name: 44291, dtype: object
