ID                                      0x64d8
Delivery_person_ID             COIMBRES02DEL01
Delivery_person_Age                  33.000000
Delivery_person_Ratings               4.800000
Restaurant_latitude                  11.022477
Restaurant_longitude                 76.995667
Delivery_location_latitude           11.032477
Delivery_location_longitude          77.005667
Order_Date                          24-03-2022
Time_Orderd                              11:40
Time_Order_picked                        11:55
Weather conditions                      Stormy
Road_traffic_density                      High
Vehicle_condition                            1
Type_of_order                           Drinks
Type_of_vehicle                        scooter
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     34.000000
Name: 39084, dtype: object
