ID                                       0x966a
Delivery_person_ID             RANCHIRES04DEL01
Delivery_person_Age                   35.000000
Delivery_person_Ratings                5.000000
Restaurant_latitude                   23.359033
Restaurant_longitude                  85.325347
Delivery_location_latitude            23.369033
Delivery_location_longitude           85.335347
Order_Date                           11-03-2022
Time_Orderd                                8:15
Time_Order_picked                          8:20
Weather conditions                        Sunny
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      11.000000
Name: 4673, dtype: object
