ID                                       0x369e
Delivery_person_ID             RANCHIRES15DEL03
Delivery_person_Age                   37.000000
Delivery_person_Ratings                4.500000
Restaurant_latitude                   23.369746
Restaurant_longitude                  85.339820
Delivery_location_latitude            23.429746
Delivery_location_longitude           85.399820
Order_Date                           09-03-2022
Time_Orderd                               23:50
Time_Order_picked                         23:55
Weather conditions                          Fog
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                         scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      16.000000
Name: 41428, dtype: object
