ID                                        0x475
Delivery_person_ID               BANGRES17DEL03
Delivery_person_Age                         NaN
Delivery_person_Ratings                     NaN
Restaurant_latitude                   12.972532
Restaurant_longitude                  77.608179
Delivery_location_latitude            13.032532
Delivery_location_longitude           77.668179
Order_Date                           17-03-2022
Time_Orderd                                 NaN
Time_Order_picked                         18:45
Weather conditions                          NaN
Road_traffic_density                        NaN
Vehicle_condition                             3
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      29.000000
Name: 41915, dtype: object
