ID                                      0xb012
Delivery_person_ID             COIMBRES20DEL03
Delivery_person_Age                  24.000000
Delivery_person_Ratings               4.600000
Restaurant_latitude                  10.994136
Restaurant_longitude                 76.963303
Delivery_location_latitude           11.084136
Delivery_location_longitude          77.053303
Order_Date                          27-03-2022
Time_Orderd                              23:20
Time_Order_picked                        23:25
Weather conditions                  Sandstorms
Road_traffic_density                       Low
Vehicle_condition                            0
Type_of_order                            Snack
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     16.000000
Name: 10447, dtype: object
