ID                                       0x7e55
Delivery_person_ID                SURRES19DEL03
Delivery_person_Age                   31.000000
Delivery_person_Ratings                5.000000
Restaurant_latitude                   21.149669
Restaurant_longitude                  72.772629
Delivery_location_latitude            21.179669
Delivery_location_longitude           72.802629
Order_Date                           05-04-2022
Time_Orderd                               19:15
Time_Order_picked                         19:20
Weather conditions                          Fog
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      28.000000
Name: 4350, dtype: object
