ID                                       0x20d6
Delivery_person_ID              COIMBRES07DEL01
Delivery_person_Age                   21.000000
Delivery_person_Ratings                4.300000
Restaurant_latitude                   10.961850
Restaurant_longitude                  76.971082
Delivery_location_latitude            11.071850
Delivery_location_longitude           77.081082
Order_Date                           31-03-2022
Time_Orderd                               21:20
Time_Order_picked                         21:25
Weather conditions                          Fog
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      32.000000
Name: 1253, dtype: object
