ID                                       0x825d
Delivery_person_ID             RANCHIRES12DEL02
Delivery_person_Age                       28.00
Delivery_person_Ratings                    4.20
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.08
Delivery_location_longitude                0.08
Order_Date                           08-03-2022
Time_Orderd                               19:35
Time_Order_picked                         19:40
Weather conditions                          Fog
Road_traffic_density                        Jam
Vehicle_condition                             1
Type_of_order                              Meal
Type_of_vehicle                         scooter
multiple_deliveries                        1.00
Festival                                     No
City                              Metropolitian
Time_taken (min)                          43.00
Name: 42283, dtype: object
