ID                                       0x68e8
Delivery_person_ID                MYSRES04DEL01
Delivery_person_Age                   22.000000
Delivery_person_Ratings                4.300000
Restaurant_latitude                   12.308500
Restaurant_longitude                  76.665808
Delivery_location_latitude            12.378500
Delivery_location_longitude           76.735808
Order_Date                           02-03-2022
Time_Orderd                               20:15
Time_Order_picked                         20:25
Weather conditions                          Fog
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                         NaN
Festival                                     No
City                              Metropolitian
Time_taken (min)                      31.000000
Name: 11335, dtype: object
