ID                                       0x681c
Delivery_person_ID                JAPRES05DEL03
Delivery_person_Age                   26.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   26.905287
Restaurant_longitude                  75.794592
Delivery_location_latitude            26.995287
Delivery_location_longitude           75.884592
Order_Date                           06-04-2022
Time_Orderd                               21:60
Time_Order_picked                         22:15
Weather conditions                          Fog
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      33.000000
Name: 21232, dtype: object
