ID                                       0xa641
Delivery_person_ID               INDORES02DEL01
Delivery_person_Age                   31.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   22.651847
Restaurant_longitude                  75.881991
Delivery_location_latitude            22.761847
Delivery_location_longitude           75.991991
Order_Date                           14-03-2022
Time_Orderd                               18:20
Time_Order_picked                         18:35
Weather conditions                          Fog
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      44.000000
Name: 8537, dtype: object
