ID                                    0xc386
Delivery_person_ID             KOLRES14DEL03
Delivery_person_Age                      NaN
Delivery_person_Ratings                  NaN
Restaurant_latitude                22.552996
Restaurant_longitude               88.352310
Delivery_location_latitude         22.582996
Delivery_location_longitude        88.382310
Order_Date                        11-02-2022
Time_Orderd                              NaN
Time_Order_picked                      22:40
Weather conditions                     Sunny
Road_traffic_density                     Low
Vehicle_condition                          0
Type_of_order                          Snack
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   13.000000
Name: 10768, dtype: object
