ID                                        0x672
Delivery_person_ID             RANCHIRES07DEL02
Delivery_person_Age                         NaN
Delivery_person_Ratings                     NaN
Restaurant_latitude                   23.359407
Restaurant_longitude                  85.325055
Delivery_location_latitude            23.379407
Delivery_location_longitude           85.345055
Order_Date                           07-03-2022
Time_Orderd                                 NaN
Time_Order_picked                         10:05
Weather conditions                   Sandstorms
Road_traffic_density                        Low
Vehicle_condition                             1
Type_of_order                            Buffet
Type_of_vehicle                         scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      15.000000
Name: 17475, dtype: object
