ID                                       0xa795
Delivery_person_ID                HYDRES16DEL01
Delivery_person_Age                   28.000000
Delivery_person_Ratings                4.500000
Restaurant_latitude                   17.440827
Restaurant_longitude                  78.393391
Delivery_location_latitude            17.480827
Delivery_location_longitude           78.433391
Order_Date                           03-04-2022
Time_Orderd                               15:45
Time_Order_picked                         15:50
Weather conditions                       Cloudy
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      15.000000
Name: 35950, dtype: object
