ID                                      0x342c
Delivery_person_ID             COIMBRES06DEL02
Delivery_person_Age                  33.000000
Delivery_person_Ratings               4.700000
Restaurant_latitude                  11.021278
Restaurant_longitude                 76.995017
Delivery_location_latitude           11.151278
Delivery_location_longitude          77.125017
Order_Date                          02-04-2022
Time_Orderd                              23:55
Time_Order_picked                        24:10
Weather conditions                       Sunny
Road_traffic_density                       Low
Vehicle_condition                            2
Type_of_order                             Meal
Type_of_vehicle                        scooter
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     29.000000
Name: 40316, dtype: object
