ID                                      0x91b7
Delivery_person_ID             BANGRES010DEL03
Delivery_person_Age                  30.000000
Delivery_person_Ratings               3.700000
Restaurant_latitude                  12.933298
Restaurant_longitude                 77.614293
Delivery_location_latitude           13.023298
Delivery_location_longitude          77.704293
Order_Date                          06-03-2022
Time_Orderd                              19:20
Time_Order_picked                        19:35
Weather conditions                  Sandstorms
Road_traffic_density                       Jam
Vehicle_condition                            1
Type_of_order                           Drinks
Type_of_vehicle                        scooter
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     32.000000
Name: 36655, dtype: object
