ID                                       0x61e5
Delivery_person_ID             RANCHIRES12DEL01
Delivery_person_Age                       21.00
Delivery_person_Ratings                    4.00
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.01
Delivery_location_longitude                0.01
Order_Date                           07-03-2022
Time_Orderd                               11:25
Time_Order_picked                         11:40
Weather conditions                          Fog
Road_traffic_density                       High
Vehicle_condition                             1
Type_of_order                              Meal
Type_of_vehicle                         scooter
multiple_deliveries                        1.00
Festival                                     No
City                                      Urban
Time_taken (min)                          34.00
Name: 25351, dtype: object
