ID                                      0x6c00
Delivery_person_ID             COIMBRES15DEL02
Delivery_person_Age                  23.000000
Delivery_person_Ratings               4.300000
Restaurant_latitude                  11.006686
Restaurant_longitude                 76.951736
Delivery_location_latitude           11.136686
Delivery_location_longitude          77.081736
Order_Date                          23-03-2022
Time_Orderd                              21:25
Time_Order_picked                        21:30
Weather conditions                      Stormy
Road_traffic_density                       Jam
Vehicle_condition                            0
Type_of_order                             Meal
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     31.000000
Name: 23152, dtype: object
