ID                                    0x318c
Delivery_person_ID             SURRES05DEL01
Delivery_person_Age                28.000000
Delivery_person_Ratings             4.100000
Restaurant_latitude                21.175104
Restaurant_longitude               72.804342
Delivery_location_latitude         21.285104
Delivery_location_longitude        72.914342
Order_Date                        08-03-2022
Time_Orderd                            21:15
Time_Order_picked                      21:20
Weather conditions                    Cloudy
Road_traffic_density                     Jam
Vehicle_condition                          1
Type_of_order                         Drinks
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   34.000000
Name: 12625, dtype: object
