ID                                     0x4cc
Delivery_person_ID             MUMRES20DEL01
Delivery_person_Age                50.000000
Delivery_person_Ratings             6.000000
Restaurant_latitude               -19.103249
Restaurant_longitude              -72.846749
Delivery_location_latitude         19.213249
Delivery_location_longitude        72.956749
Order_Date                        16-03-2022
Time_Orderd                              NaN
Time_Order_picked                      21:60
Weather conditions                       NaN
Road_traffic_density                     NaN
Vehicle_condition                          3
Type_of_order                           Meal
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                                   Urban
Time_taken (min)                   30.000000
Name: 37847, dtype: object
