ID                                      0x515e
Delivery_person_ID             COIMBRES01DEL03
Delivery_person_Age                  38.000000
Delivery_person_Ratings               4.600000
Restaurant_latitude                  11.016298
Restaurant_longitude                 76.972076
Delivery_location_latitude           11.106298
Delivery_location_longitude          77.062076
Order_Date                          29-03-2022
Time_Orderd                              19:45
Time_Order_picked                        19:60
Weather conditions                       Sunny
Road_traffic_density                       Jam
Vehicle_condition                            2
Type_of_order                           Buffet
Type_of_vehicle                        scooter
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     27.000000
Name: 45209, dtype: object
