ID                                       0x325b
Delivery_person_ID              COIMBRES02DEL01
Delivery_person_Age                   24.000000
Delivery_person_Ratings                4.500000
Restaurant_latitude                   11.022477
Restaurant_longitude                  76.995667
Delivery_location_latitude            11.062477
Delivery_location_longitude           77.035667
Order_Date                           19-03-2022
Time_Orderd                               14:30
Time_Order_picked                         14:35
Weather conditions                       Stormy
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      28.000000
Name: 19651, dtype: object
