ID                                        0xe57
Delivery_person_ID                HYDRES02DEL03
Delivery_person_Age                         NaN
Delivery_person_Ratings                     NaN
Restaurant_latitude                   17.412330
Restaurant_longitude                  78.449654
Delivery_location_latitude            17.442330
Delivery_location_longitude           78.479654
Order_Date                           15-03-2022
Time_Orderd                                 NaN
Time_Order_picked                         19:25
Weather conditions                        Windy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      32.000000
Name: 39174, dtype: object
