ID                                     0x46f
Delivery_person_ID             MUMRES12DEL03
Delivery_person_Age                      NaN
Delivery_person_Ratings                  NaN
Restaurant_latitude               -19.207222
Restaurant_longitude              -72.972281
Delivery_location_latitude         19.297222
Delivery_location_longitude        73.062281
Order_Date                        31-03-2022
Time_Orderd                              NaN
Time_Order_picked                      23:10
Weather conditions                       NaN
Road_traffic_density                     NaN
Vehicle_condition                          3
Type_of_order                          Snack
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                                   Urban
Time_taken (min)                   19.000000
Name: 24384, dtype: object
