ID                                    0xa798
Delivery_person_ID             HYDRES02DEL02
Delivery_person_Age                29.000000
Delivery_person_Ratings             4.700000
Restaurant_latitude                17.412330
Restaurant_longitude               78.449654
Delivery_location_latitude         17.462330
Delivery_location_longitude        78.499654
Order_Date                        07-03-2022
Time_Orderd                            18:60
Time_Order_picked                      19:10
Weather conditions                    Stormy
Road_traffic_density                  Medium
Vehicle_condition                          0
Type_of_order                          Snack
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   21.000000
Name: 11768, dtype: object
