ID                                    0xb221
Delivery_person_ID             JAPRES18DEL03
Delivery_person_Age                31.000000
Delivery_person_Ratings             3.900000
Restaurant_latitude                26.913987
Restaurant_longitude               75.752891
Delivery_location_latitude         27.003987
Delivery_location_longitude        75.842891
Order_Date                        02-04-2022
Time_Orderd                            20:20
Time_Order_picked                      20:30
Weather conditions                Sandstorms
Road_traffic_density                     Jam
Vehicle_condition                          2
Type_of_order                          Snack
Type_of_vehicle                      scooter
multiple_deliveries                 0.000000
Festival                                  No
City                                   Urban
Time_taken (min)                   33.000000
Name: 12841, dtype: object
