ID                                       0xe118
Delivery_person_ID                GOARES12DEL01
Delivery_person_Age                   23.000000
Delivery_person_Ratings                5.000000
Restaurant_latitude                   15.516833
Restaurant_longitude                  73.768172
Delivery_location_latitude            15.586833
Delivery_location_longitude           73.838172
Order_Date                           12-02-2022
Time_Orderd                               17:35
Time_Order_picked                         17:40
Weather conditions                          Fog
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      28.000000
Name: 42893, dtype: object
