ID                                       0x40e1
Delivery_person_ID              CHENRES010DEL02
Delivery_person_Age                   33.000000
Delivery_person_Ratings                5.000000
Restaurant_latitude                   13.066762
Restaurant_longitude                  80.251865
Delivery_location_latitude            13.116762
Delivery_location_longitude           80.301865
Order_Date                           13-03-2022
Time_Orderd                               21:60
Time_Order_picked                         22:15
Weather conditions                       Cloudy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      33.000000
Name: 18731, dtype: object
