ID                                      0x136f
Delivery_person_ID             COIMBRES15DEL02
Delivery_person_Age                  28.000000
Delivery_person_Ratings               4.000000
Restaurant_latitude                  11.006686
Restaurant_longitude                 76.951736
Delivery_location_latitude           11.086686
Delivery_location_longitude          77.031736
Order_Date                          29-03-2022
Time_Orderd                              17:25
Time_Order_picked                        17:35
Weather conditions                         Fog
Road_traffic_density                    Medium
Vehicle_condition                            2
Type_of_order                            Snack
Type_of_vehicle                     motorcycle
multiple_deliveries                   0.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     33.000000
Name: 27293, dtype: object
