ID                                       0x8f67
Delivery_person_ID               CHENRES06DEL01
Delivery_person_Age                   36.000000
Delivery_person_Ratings                5.000000
Restaurant_latitude                   13.054347
Restaurant_longitude                  80.257221
Delivery_location_latitude            13.094347
Delivery_location_longitude           80.297221
Order_Date                           26-03-2022
Time_Orderd                               14:20
Time_Order_picked                         14:35
Weather conditions                        Sunny
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      22.000000
Name: 16534, dtype: object
