ID                                      0x83c3
Delivery_person_ID             COIMBRES01DEL02
Delivery_person_Age                  37.000000
Delivery_person_Ratings               3.700000
Restaurant_latitude                  11.016298
Restaurant_longitude                 76.972076
Delivery_location_latitude           11.096298
Delivery_location_longitude          77.052076
Order_Date                          06-04-2022
Time_Orderd                              22:10
Time_Order_picked                        22:25
Weather conditions                      Cloudy
Road_traffic_density                       Low
Vehicle_condition                            2
Type_of_order                           Drinks
Type_of_vehicle                        scooter
multiple_deliveries                        NaN
Festival                                    No
City                             Metropolitian
Time_taken (min)                     32.000000
Name: 13970, dtype: object
