ID                                       0x816a
Delivery_person_ID                HYDRES08DEL01
Delivery_person_Age                   35.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   17.438263
Restaurant_longitude                  78.397865
Delivery_location_latitude            17.448263
Delivery_location_longitude           78.407865
Order_Date                           09-03-2022
Time_Orderd                               11:10
Time_Order_picked                         11:15
Weather conditions                       Cloudy
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      32.000000
Name: 40182, dtype: object
