ID                                      0x228b
Delivery_person_ID             COIMBRES17DEL01
Delivery_person_Age                  32.000000
Delivery_person_Ratings               4.700000
Restaurant_latitude                  11.026117
Restaurant_longitude                 76.944652
Delivery_location_latitude           11.036117
Delivery_location_longitude          76.954652
Order_Date                          24-03-2022
Time_Orderd                              10:25
Time_Order_picked                        10:35
Weather conditions                      Cloudy
Road_traffic_density                       Low
Vehicle_condition                            0
Type_of_order                            Snack
Type_of_vehicle                     motorcycle
multiple_deliveries                   0.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     21.000000
Name: 42881, dtype: object
