ID                                      0xb493
Delivery_person_ID             COIMBRES18DEL02
Delivery_person_Age                  27.000000
Delivery_person_Ratings               4.900000
Restaurant_latitude                  11.020910
Restaurant_longitude                 76.940432
Delivery_location_latitude           11.100910
Delivery_location_longitude          77.020432
Order_Date                          06-03-2022
Time_Orderd                              22:35
Time_Order_picked                        22:40
Weather conditions                         Fog
Road_traffic_density                       Low
Vehicle_condition                            1
Type_of_order                           Drinks
Type_of_vehicle                        scooter
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     27.000000
Name: 21791, dtype: object
