ID                                       0x710c
Delivery_person_ID                MYSRES18DEL02
Delivery_person_Age                   22.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   12.337928
Restaurant_longitude                  76.617889
Delivery_location_latitude            12.357928
Delivery_location_longitude           76.637889
Order_Date                           13-03-2022
Time_Orderd                               11:30
Time_Order_picked                         11:40
Weather conditions                        Sunny
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      12.000000
Name: 34790, dtype: object
