ID                                       0x6f71
Delivery_person_ID               PUNERES03DEL01
Delivery_person_Age                   20.000000
Delivery_person_Ratings                4.700000
Restaurant_latitude                   18.554382
Restaurant_longitude                  73.798206
Delivery_location_latitude            18.594382
Delivery_location_longitude           73.838206
Order_Date                           01-04-2022
Time_Orderd                               16:55
Time_Order_picked                         17:10
Weather conditions                       Cloudy
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      18.000000
Name: 43963, dtype: object
