ID                                     0x4d80
Delivery_person_ID             PUNERES08DEL03
Delivery_person_Age                  22.00000
Delivery_person_Ratings               4.90000
Restaurant_latitude                  18.53408
Restaurant_longitude                 73.89852
Delivery_location_latitude           18.59408
Delivery_location_longitude          73.95852
Order_Date                         26-03-2022
Time_Orderd                             22:30
Time_Order_picked                       22:45
Weather conditions                     Stormy
Road_traffic_density                      Low
Vehicle_condition                           2
Type_of_order                           Snack
Type_of_vehicle                       scooter
multiple_deliveries                   1.00000
Festival                                   No
City                                      NaN
Time_taken (min)                     14.00000
Name: 23918, dtype: object
