ID                                       0x92e1
Delivery_person_ID                MUMRES14DEL01
Delivery_person_Age                   34.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   19.181300
Restaurant_longitude                  72.836191
Delivery_location_latitude            19.191300
Delivery_location_longitude           72.846191
Order_Date                           26-03-2022
Time_Orderd                                8:10
Time_Order_picked                          8:20
Weather conditions                        Sunny
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      16.000000
Name: 9607, dtype: object
