ID                                       0x187d
Delivery_person_ID             RANCHIRES05DEL03
Delivery_person_Age                   22.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   23.355164
Restaurant_longitude                  85.324097
Delivery_location_latitude            23.415164
Delivery_location_longitude           85.384097
Order_Date                           01-03-2022
Time_Orderd                               20:25
Time_Order_picked                         20:30
Weather conditions                   Sandstorms
Road_traffic_density                        Jam
Vehicle_condition                             1
Type_of_order                              Meal
Type_of_vehicle                      motorcycle
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      22.000000
Name: 37719, dtype: object
