ID                                       0xa658
Delivery_person_ID             RANCHIRES14DEL03
Delivery_person_Age                       24.00
Delivery_person_Ratings                    4.80
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.09
Delivery_location_longitude                0.09
Order_Date                           08-03-2022
Time_Orderd                               19:15
Time_Order_picked                         19:25
Weather conditions                       Stormy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                         scooter
multiple_deliveries                        0.00
Festival                                     No
City                              Metropolitian
Time_taken (min)                          19.00
Name: 22330, dtype: object
