ID                                      0xc07
Delivery_person_ID             CHENRES08DEL02
Delivery_person_Age                 21.000000
Delivery_person_Ratings              4.900000
Restaurant_latitude                 13.022394
Restaurant_longitude                80.242439
Delivery_location_latitude          13.042394
Delivery_location_longitude         80.262439
Order_Date                         03-04-2022
Time_Orderd                              9:50
Time_Order_picked                        9:55
Weather conditions                     Stormy
Road_traffic_density                      Low
Vehicle_condition                           2
Type_of_order                            Meal
Type_of_vehicle                       scooter
multiple_deliveries                  0.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    14.000000
Name: 44124, dtype: object
