ID                                       0x477d
Delivery_person_ID               BANGRES07DEL02
Delivery_person_Age                   33.000000
Delivery_person_Ratings                4.700000
Restaurant_latitude                   12.978453
Restaurant_longitude                  77.643685
Delivery_location_latitude            13.108453
Delivery_location_longitude           77.773685
Order_Date                           02-03-2022
Time_Orderd                               21:30
Time_Order_picked                         21:45
Weather conditions                       Stormy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                                        NaN
Time_taken (min)                      27.000000
Name: 22449, dtype: object
