ID                                      0x8f98
Delivery_person_ID             COIMBRES17DEL02
Delivery_person_Age                  24.000000
Delivery_person_Ratings               4.800000
Restaurant_latitude                  11.026117
Restaurant_longitude                 76.944652
Delivery_location_latitude           11.106117
Delivery_location_longitude          77.024652
Order_Date                          10-03-2022
Time_Orderd                              18:20
Time_Order_picked                        18:25
Weather conditions                  Sandstorms
Road_traffic_density                    Medium
Vehicle_condition                            1
Type_of_order                           Buffet
Type_of_vehicle                        scooter
multiple_deliveries                   0.000000
Festival                                    No
City                                     Urban
Time_taken (min)                     26.000000
Name: 13300, dtype: object
