ID                                       0x3d91
Delivery_person_ID                JAPRES01DEL01
Delivery_person_Age                   26.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   26.905190
Restaurant_longitude                  75.810753
Delivery_location_latitude            26.945190
Delivery_location_longitude           75.850753
Order_Date                           01-03-2022
Time_Orderd                               13:15
Time_Order_picked                         13:20
Weather conditions                        Sunny
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      14.000000
Name: 374, dtype: object
