ID                                      0x4f02
Delivery_person_ID             COIMBRES17DEL02
Delivery_person_Age                  38.000000
Delivery_person_Ratings               3.700000
Restaurant_latitude                  11.026117
Restaurant_longitude                 76.944652
Delivery_location_latitude           11.156117
Delivery_location_longitude          77.074652
Order_Date                          25-03-2022
Time_Orderd                              17:50
Time_Order_picked                        17:60
Weather conditions                       Windy
Road_traffic_density                    Medium
Vehicle_condition                            2
Type_of_order                            Snack
Type_of_vehicle                        scooter
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     36.000000
Name: 38908, dtype: object
