ID                                      0x6106
Delivery_person_ID             COIMBRES04DEL02
Delivery_person_Age                  22.000000
Delivery_person_Ratings               4.600000
Restaurant_latitude                  11.024839
Restaurant_longitude                 77.007003
Delivery_location_latitude           11.104839
Delivery_location_longitude          77.087003
Order_Date                          14-03-2022
Time_Orderd                              21:45
Time_Order_picked                        21:55
Weather conditions                      Cloudy
Road_traffic_density                       Jam
Vehicle_condition                            1
Type_of_order                           Buffet
Type_of_vehicle                        scooter
multiple_deliveries                   0.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     38.000000
Name: 17961, dtype: object
