ID                                    0xe145
Delivery_person_ID             KNPRES06DEL02
Delivery_person_Age                    28.00
Delivery_person_Ratings                 4.70
Restaurant_latitude                     0.00
Restaurant_longitude                    0.00
Delivery_location_latitude              0.13
Delivery_location_longitude             0.13
Order_Date                        18-02-2022
Time_Orderd                            17:60
Time_Order_picked                      18:15
Weather conditions                     Sunny
Road_traffic_density                  Medium
Vehicle_condition                          0
Type_of_order                           Meal
Type_of_vehicle                   motorcycle
multiple_deliveries                     1.00
Festival                                  No
City                           Metropolitian
Time_taken (min)                       24.00
Name: 43785, dtype: object
