ID                                       0x1165
Delivery_person_ID               PUNERES08DEL02
Delivery_person_Age                         NaN
Delivery_person_Ratings                     NaN
Restaurant_latitude                    18.53408
Restaurant_longitude                   73.89852
Delivery_location_latitude             18.61408
Delivery_location_longitude            73.97852
Order_Date                           02-03-2022
Time_Orderd                                 NaN
Time_Order_picked                         21:15
Weather conditions                   Sandstorms
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                     0.00000
Festival                                     No
City                              Metropolitian
Time_taken (min)                       44.00000
Name: 40229, dtype: object
