ID                                    0xa263
Delivery_person_ID             HYDRES05DEL03
Delivery_person_Age                26.000000
Delivery_person_Ratings             4.900000
Restaurant_latitude                17.433809
Restaurant_longitude               78.386744
Delivery_location_latitude         17.523809
Delivery_location_longitude        78.476744
Order_Date                        12-03-2022
Time_Orderd                            19:60
Time_Order_picked                      20:15
Weather conditions                    Cloudy
Road_traffic_density                     Jam
Vehicle_condition                          0
Type_of_order                           Meal
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                                   Urban
Time_taken (min)                   45.000000
Name: 18172, dtype: object
