ID                                      0x112b
Delivery_person_ID             INDORES010DEL01
Delivery_person_Age                  24.000000
Delivery_person_Ratings               4.400000
Restaurant_latitude                  22.750040
Restaurant_longitude                 75.902847
Delivery_location_latitude           22.860040
Delivery_location_longitude          76.012847
Order_Date                          23-03-2022
Time_Orderd                              17:15
Time_Order_picked                        17:20
Weather conditions                      Cloudy
Road_traffic_density                    Medium
Vehicle_condition                            1
Type_of_order                           Buffet
Type_of_vehicle                     motorcycle
multiple_deliveries                   0.000000
Festival                                    No
City                                     Urban
Time_taken (min)                     39.000000
Name: 36757, dtype: object
