ID                                       0x474d
Delivery_person_ID             RANCHIRES07DEL02
Delivery_person_Age                   28.000000
Delivery_person_Ratings                4.000000
Restaurant_latitude                   23.359407
Restaurant_longitude                  85.325055
Delivery_location_latitude            23.489407
Delivery_location_longitude           85.455055
Order_Date                           02-04-2022
Time_Orderd                               18:40
Time_Order_picked                         18:50
Weather conditions                       Cloudy
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      37.000000
Name: 23142, dtype: object
