ID                                    0xce84
Delivery_person_ID             KOLRES19DEL02
Delivery_person_Age                23.000000
Delivery_person_Ratings             5.000000
Restaurant_latitude                22.549100
Restaurant_longitude               88.400467
Delivery_location_latitude         22.679100
Delivery_location_longitude        88.530467
Order_Date                        18-02-2022
Time_Orderd                            22:40
Time_Order_picked                      22:45
Weather conditions                       Fog
Road_traffic_density                     Low
Vehicle_condition                          0
Type_of_order                           Meal
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   23.000000
Name: 3102, dtype: object
