ID                                     0xf68
Delivery_person_ID             HYDRES17DEL02
Delivery_person_Age                32.000000
Delivery_person_Ratings             3.600000
Restaurant_latitude                17.451976
Restaurant_longitude               78.385883
Delivery_location_latitude         17.581976
Delivery_location_longitude        78.515883
Order_Date                        25-03-2022
Time_Orderd                            21:15
Time_Order_picked                      21:25
Weather conditions                    Stormy
Road_traffic_density                     Jam
Vehicle_condition                          2
Type_of_order                           Meal
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   32.000000
Name: 24389, dtype: object
