ID                                    0xe099
Delivery_person_ID             GOARES08DEL02
Delivery_person_Age                34.000000
Delivery_person_Ratings             4.100000
Restaurant_latitude                15.556561
Restaurant_longitude               73.763633
Delivery_location_latitude         15.576561
Delivery_location_longitude        73.783633
Order_Date                        17-02-2022
Time_Orderd                             9:60
Time_Order_picked                      10:10
Weather conditions                Sandstorms
Road_traffic_density                     Low
Vehicle_condition                          0
Type_of_order                           Meal
Type_of_vehicle                   motorcycle
multiple_deliveries                      NaN
Festival                                  No
City                           Metropolitian
Time_taken (min)                   28.000000
Name: 34302, dtype: object
