ID                                      0x18f0
Delivery_person_ID             COIMBRES04DEL01
Delivery_person_Age                  24.000000
Delivery_person_Ratings               4.000000
Restaurant_latitude                  11.024839
Restaurant_longitude                 77.007003
Delivery_location_latitude           11.134839
Delivery_location_longitude          77.117003
Order_Date                          18-03-2022
Time_Orderd                              17:20
Time_Order_picked                        17:35
Weather conditions                         Fog
Road_traffic_density                    Medium
Vehicle_condition                            2
Type_of_order                           Drinks
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     36.000000
Name: 9592, dtype: object
