ID                                       0x3f28
Delivery_person_ID             RANCHIRES06DEL01
Delivery_person_Age                   32.000000
Delivery_person_Ratings                3.800000
Restaurant_latitude                   23.357804
Restaurant_longitude                  85.325146
Delivery_location_latitude            23.467804
Delivery_location_longitude           85.435146
Order_Date                           12-03-2022
Time_Orderd                               18:30
Time_Order_picked                         18:45
Weather conditions                   Sandstorms
Road_traffic_density                     Medium
Vehicle_condition                             1
Type_of_order                            Buffet
Type_of_vehicle                      motorcycle
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      32.000000
Name: 7977, dtype: object
