ID                                     0x356d
Delivery_person_ID             CHENRES08DEL01
Delivery_person_Age                 36.000000
Delivery_person_Ratings              4.800000
Restaurant_latitude                 13.022394
Restaurant_longitude                80.242439
Delivery_location_latitude          13.062394
Delivery_location_longitude         80.282439
Order_Date                         24-03-2022
Time_Orderd                             14:55
Time_Order_picked                       15:10
Weather conditions                     Stormy
Road_traffic_density                     High
Vehicle_condition                           2
Type_of_order                          Buffet
Type_of_vehicle                       scooter
multiple_deliveries                  0.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    26.000000
Name: 42715, dtype: object
