ID                                      0x563c
Delivery_person_ID             COIMBRES06DEL03
Delivery_person_Age                  22.000000
Delivery_person_Ratings               4.600000
Restaurant_latitude                  11.021278
Restaurant_longitude                 76.995017
Delivery_location_latitude           11.051278
Delivery_location_longitude          77.025017
Order_Date                          30-03-2022
Time_Orderd                              22:55
Time_Order_picked                        22:60
Weather conditions                         Fog
Road_traffic_density                       Low
Vehicle_condition                            0
Type_of_order                             Meal
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                                     Urban
Time_taken (min)                     17.000000
Name: 32989, dtype: object
