ID                                    0xc379
Delivery_person_ID             DEHRES17DEL03
Delivery_person_Age                      NaN
Delivery_person_Ratings                  NaN
Restaurant_latitude                30.327968
Restaurant_longitude               78.046106
Delivery_location_latitude         30.417968
Delivery_location_longitude        78.136106
Order_Date                        12-02-2022
Time_Orderd                              NaN
Time_Order_picked                      17:55
Weather conditions                       Fog
Road_traffic_density                  Medium
Vehicle_condition                          1
Type_of_order                          Snack
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   34.000000
Name: 10803, dtype: object
