ID                                        0x682
Delivery_person_ID               PUNERES17DEL01
Delivery_person_Age                         NaN
Delivery_person_Ratings                     NaN
Restaurant_latitude                   18.530963
Restaurant_longitude                  73.828972
Delivery_location_latitude            18.600963
Delivery_location_longitude           73.898972
Order_Date                           29-03-2022
Time_Orderd                                 NaN
Time_Order_picked                         19:25
Weather conditions                          NaN
Road_traffic_density                        NaN
Vehicle_condition                             3
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      26.000000
Name: 31534, dtype: object
