ID                                       0x772b
Delivery_person_ID             RANCHIRES06DEL03
Delivery_person_Age                   33.000000
Delivery_person_Ratings                3.600000
Restaurant_latitude                   23.357804
Restaurant_longitude                  85.325146
Delivery_location_latitude            23.447804
Delivery_location_longitude           85.415146
Order_Date                           29-03-2022
Time_Orderd                               18:30
Time_Order_picked                         18:45
Weather conditions                       Stormy
Road_traffic_density                     Medium
Vehicle_condition                             1
Type_of_order                             Snack
Type_of_vehicle                      motorcycle
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      31.000000
Name: 17084, dtype: object
